modifie,par
"ARRETE du 7 décembre 2020 — portant nomination des membres du conseil d'administration de l'école nationale des personnels des greffes","ARRETE — Arrêté du 8 Ramadhan 1444 correspondant au 30 mars 2023 modifiant l'arrêté du 21 Rabie Ethani 1442 correspondant au 7 décembre 2020 portant nomination des membres du conseil d'administration de l'école nationale des personnels des greffes."
"ARRETE du 9 août 2020 — portant désignation des membres du conseil d'orientation du commissariat national du littoral","ARRETE — Arrêté du 7 Chaâbane 1444 correspondant au 28 février 2023 modifiant l'arrêté du 19 Dhou El Hidja 1441 correspondant au 9 août 2020 portant désignation des membres du conseil d'orientation du commissariat national du littoral."
"ARRETE du 30 juillet 2020 — portant nomination des membres du conseil d'orientation de l'agence nationale des changements climatiques","ARRETE — Arrêté du 7 Chaâbane 1444 correspondant au 28 février 2023 modifiant l'arrêté du 9 Dhou El Hidja 1441 correspondant au 30 juillet 2020 portant nomination des membres du conseil d'orientation de l'agence nationale des changements climatiques."
"ARRETE du 23 juillet 2020 — portant désignation des membres du conseil d'administration de l'Observatoire national de l'environnement et du développement durable","ARRETE — Arrêté du 7 Chaâbane 1444 correspondant au 28 février 2023 modifiant l'arrêté du 2 Dhou El Hidja 1441 correspondant au 23 juillet 2020 portant désignation des membres du conseil d'administration de l'Observatoire national de l'environnement et du développement durable."
"ARRETE du 23 novembre 2022 — portant nomination des membres du comité régional Tel Bahr façade maritime Centre","ARRETE — Arrêté du 7 Chaâbane 1444 correspondant au 28 février 2023 modifiant l'arrêté du 28 Rabie Ethani 1444 correspondant au 23 novembre 2022 portant nomination des membres du comité régional Tel Bahr façade maritime Centre."
"ARRETE du 23 novembre 2022 — portant nomination des membres du comité régional Tel Bahr façade maritime Ouest","ARRETE — Arrêté du 7 Chaâbane 1444 correspondant au 28 février 2023 modifiant l'arrêté du 28 Rabie Ethani 1444 correspondant au 23 novembre 2022 portant nomination des membres du comité régional Tel Bahr façade maritime Ouest."
"ARRETE du 23 novembre 2022 — portant nomination des membres du comité régional Tel Bahr façade maritime Est","ARRETE — Arrêté du 7 Chaâbane 1444 correspondant au 28 février 2023 modifiant l'arrêté du 28 Rabie Ethani 1444 correspondant au 23 novembre 2022 portant nomination des membres du comité régional Tel Bahr façade maritime Est."
"ARRETE du 23 juillet 2020 — portant désignation des membres du conseil d'administration de l'Agence nationale des déchets","ARRETE — Arrêté du 7 Chaâbane 1444 correspondant au 28 février 2023 modifiant l'arrêté du 2 Dhou El Hidja 1441 correspondant au 23 juillet 2020 portant désignation des membres du conseil d'administration de l'Agence nationale des déchets."
"ORDONNANCE n° 66-155 — portant code de procédure pénale","LOI n° 23-04 — relative à la prévention et à la lutte contre la traite des personnes"
"ORDONNANCE n° 66-156 — portant code pénal","LOI n° 23-04 — relative à la prévention et à la lutte contre la traite des personnes"
"ORDONNANCE n° 71-57 — relative à l'assistance judiciaire","LOI n° 23-04 — relative à la prévention et à la lutte contre la traite des personnes"
"ORDONNANCE n° 75-58 — portant code civil","LOI n° 23-04 — relative à la prévention et à la lutte contre la traite des personnes"
"LOI n° 81-10 — relative aux conditions d'emploi des travailleurs étrangers","LOI n° 23-04 — relative à la prévention et à la lutte contre la traite des personnes"
"LOI n° 08-09 — portant code de procédure civile et administrative","LOI n° 23-04 — relative à la prévention et à la lutte contre la traite des personnes"
"LOI n° 18-11 — relative à la santé","LOI n° 23-04 — relative à la prévention et à la lutte contre la traite des personnes"
"LOI n° 15-12 — relative à la protection de l'enfant","LOI n° 23-04 — relative à la prévention et à la lutte contre la traite des personnes"
"LOI n° 04-18 — relative à la prévention et à la répression de l'usage et du trafic illicites de stupéfiants et de substances psychotropes","LOI n° 23-05 — modifiant et complétant la loi n° 04-18 du 13 Dhou El Kaâda 1425 correspondant au 25 décembre 2004 relative à la prévention et à la répression de l'usage et du trafic illicites de stupéfiants et de substances psychotropes"
"ORDONNANCE n° 66-155 — portant code de procédure pénale","LOI n° 23-05 — modifiant et complétant la loi n° 04-18 du 13 Dhou El Kaâda 1425 correspondant au 25 décembre 2004 relative à la prévention et à la répression de l'usage et du trafic illicites de stupéfiants et de substances psychotropes"
"ORDONNANCE n° 66-156 — portant code pénal","LOI n° 23-05 — modifiant et complétant la loi n° 04-18 du 13 Dhou El Kaâda 1425 correspondant au 25 décembre 2004 relative à la prévention et à la répression de l'usage et du trafic illicites de stupéfiants et de substances psychotropes"
"LOI n° 18-11 — relative à la santé","LOI n° 23-05 — modifiant et complétant la loi n° 04-18 du 13 Dhou El Kaâda 1425 correspondant au 25 décembre 2004 relative à la prévention et à la répression de l'usage et du trafic illicites de stupéfiants et de substances psychotropes"
"ARRETE — fixant les attributions et la composition de la commission nationale et des comités de wilayas de coordination, de préparation, du suivi et de l'évaluation de la campagne des centres de vacances et de loisirs pour jeunes ainsi que leurs organisation et fonctionnement","ARRETE du 5 Ramadhan 1444 — complétant l'arrêté du 4 Rabie Ethani 1434 correspondant au 14 février 2013 fixant les attributions et la composition de la commission nationale et des comités de wilayas de coordination, de préparation, du suivi et de l'évaluation de la campagne des centres de vacances et de loisirs pour jeunes ainsi que leurs organisation et fonctionnement"
"LOI n° 18-15 — relative aux lois de finances","DECRET PRESIDENTIEL n° 23-186 — portant transfert de crédits au titre du budget de l'Etat, mis à la disposition du ministre de l'éducation nationale"
"DECRET EXECUTIF n° 97-465 — fixant les règles de création, d'organisation et de fonctionnement des établissements hospitaliers spécialisés","DECRET EXECUTIF n° 23-183 — modifiant la liste des établissements hospitaliers spécialisés annexée au décret exécutif n° 97-465 du 2 Chaâbane 1418 correspondant au 2 décembre 1997 fixant les règles de création, d'organisation et de fonctionnement des établissements hospitaliers spécialisés"
"ORDONNANCE n° 97-11 — portant découpage judiciaire","ARRETE du 5 Ramadhan 1444 — portant création d'une section judiciaire dans le ressort du tribunal d'El Abiodh Sidi Cheikh"
"ORDONNANCE n° 97-11 — portant découpage judiciaire","ARRETE du 5 Ramadhan 1444 — portant création d'une section judiciaire dans le ressort du tribunal de Sedrata"
"ARRETE INTERMINISTERIEL — fixant le nombre de postes supérieurs à caractère fonctionnel au titre des services déconcentrés de l'administration chargée de l'habitat et de l'urbanisme","ARRETE INTERMINISTERIEL du 16 Chaâbane 1444 — modifiant et complétant l'arrêté interministériel du 8 Dhou El Kaâda 1437 correspondant au 11 août 2016 fixant le nombre de postes supérieurs à caractère fonctionnel au titre des services déconcentrés de l'administration chargée de l'habitat et de l'urbanisme"
"DECRET PRESIDENTIEL n° 07-307 — fixant les modalités d'attribution de la bonification indiciaire aux titulaires de postes supérieurs dans les institutions et administrations publiques","ARRETE INTERMINISTERIEL du 16 Chaâbane 1444 — modifiant et complétant l'arrêté interministériel du 8 Dhou El Kaâda 1437 correspondant au 11 août 2016 fixant le nombre de postes supérieurs à caractère fonctionnel au titre des services déconcentrés de l'administration chargée de l'habitat et de l'urbanisme"
"DECRET EXECUTIF n° 08-189 — fixant les attributions du ministre de l'habitat, de l'urbanisme et de la ville","ARRETE INTERMINISTERIEL du 16 Chaâbane 1444 — modifiant et complétant l'arrêté interministériel du 8 Dhou El Kaâda 1437 correspondant au 11 août 2016 fixant le nombre de postes supérieurs à caractère fonctionnel au titre des services déconcentrés de l'administration chargée de l'habitat et de l'urbanisme"
"DECRET EXECUTIF n° 13-13 — fixant les règles d'organisation et de fonctionnement des services extérieurs du ministère de l'habitat et de l'urbanisme","ARRETE INTERMINISTERIEL du 16 Chaâbane 1444 — modifiant et complétant l'arrêté interministériel du 8 Dhou El Kaâda 1437 correspondant au 11 août 2016 fixant le nombre de postes supérieurs à caractère fonctionnel au titre des services déconcentrés de l'administration chargée de l'habitat et de l'urbanisme"
"DECRET PRESIDENTIEL n° 07-307 — fixant les modalités d'attribution de la bonification indiciaire aux titulaires de postes supérieurs dans les institutions et administrations publiques","ARRETE INTERMINISTERIEL du 16 Chaâbane 1444 — fixant le nombre de postes supérieurs des fonctionnaires appartenant aux corps communs aux institutions et administrations publiques au titre des services déconcentrés du ministère de l'habitat, de l'urbanisme et de la ville"
"DECRET EXECUTIF n° 08-04 — portant statut particulier des fonctionnaires appartenant aux corps communs aux institutions et administrations publiques","ARRETE INTERMINISTERIEL du 16 Chaâbane 1444 — fixant le nombre de postes supérieurs des fonctionnaires appartenant aux corps communs aux institutions et administrations publiques au titre des services déconcentrés du ministère de l'habitat, de l'urbanisme et de la ville"
